日期,调查发生数,获取数据
2018/2/3,2,"data.push([echarts.format.formatTime('yyyy-MM-dd',echarts.number.parseDate('2018-2-3')),2]);"
2018/2/4,0,"data.push([echarts.format.formatTime('yyyy-MM-dd',echarts.number.parseDate('2018-2-4')),0]);"
2018/2/5,1,"data.push([echarts.format.formatTime('yyyy-MM-dd',echarts.number.parseDate('2018-2-5')),1]);"
2018/2/6,1,"data.push([echarts.format.formatTime('yyyy-MM-dd',echarts.number.parseDate('2018-2-6')),1]);"
2018/2/7,4,"data.push([echarts.format.formatTime('yyyy-MM-dd',echarts.number.parseDate('2018-2-7')),4]);"
2018/2/8,4,"data.push([echarts.format.formatTime('yyyy-MM-dd',echarts.number.parseDate('2018-2-8')),4]);"
2018/2/9,1,"data.push([echarts.format.formatTime('yyyy-MM-dd',echarts.number.parseDate('2018-2-9')),1]);"
2018/2/10,0,"data.push([echarts.format.formatTime('yyyy-MM-dd',echarts.number.parseDate('2018-2-10')),0]);"
2018/2/11,2,"data.push([echarts.format.formatTime('yyyy-MM-dd',echarts.number.parseDate('2018-2-11')),2]);"
2018/2/12,1,"data.push([echarts.format.formatTime('yyyy-MM-dd',echarts.number.parseDate('2018-2-12')),1]);"
2018/2/13,9,"data.push([echarts.format.formatTime('yyyy-MM-dd',echarts.number.parseDate('2018-2-13')),9]);"
2018/2/14,0,"data.push([echarts.format.formatTime('yyyy-MM-dd',echarts.number.parseDate('2018-2-14')),0]);"
2018/2/15,0,"data.push([echarts.format.formatTime('yyyy-MM-dd',echarts.number.parseDate('2018-2-15')),0]);"
2018/2/16,0,"data.push([echarts.format.formatTime('yyyy-MM-dd',echarts.number.parseDate('2018-2-16')),0]);"
2018/2/17,0,"data.push([echarts.format.formatTime('yyyy-MM-dd',echarts.number.parseDate('2018-2-17')),0]);"
2018/2/18,0,"data.push([echarts.format.formatTime('yyyy-MM-dd',echarts.number.parseDate('2018-2-18')),0]);"
2018/2/19,0,"data.push([echarts.format.formatTime('yyyy-MM-dd',echarts.number.parseDate('2018-2-19')),0]);"
2018/2/20,0,"data.push([echarts.format.formatTime('yyyy-MM-dd',echarts.number.parseDate('2018-2-20')),0]);"
2018/2/21,0,"data.push([echarts.format.formatTime('yyyy-MM-dd',echarts.number.parseDate('2018-2-21')),0]);"
2018/2/22,9,"data.push([echarts.format.formatTime('yyyy-MM-dd',echarts.number.parseDate('2018-2-22')),9]);"
2018/2/23,0,"data.push([echarts.format.formatTime('yyyy-MM-dd',echarts.number.parseDate('2018-2-23')),0]);"
2018/2/24,9,"data.push([echarts.format.formatTime('yyyy-MM-dd',echarts.number.parseDate('2018-2-24')),9]);"
2018/2/25,0,"data.push([echarts.format.formatTime('yyyy-MM-dd',echarts.number.parseDate('2018-2-25')),0]);"
2018/2/26,0,"data.push([echarts.format.formatTime('yyyy-MM-dd',echarts.number.parseDate('2018-2-26')),0]);"
2018/2/27,45,"data.push([echarts.format.formatTime('yyyy-MM-dd',echarts.number.parseDate('2018-2-27')),45]);"
2018/2/28,17,"data.push([echarts.format.formatTime('yyyy-MM-dd',echarts.number.parseDate('2018-2-28')),17]);"
2018/3/1,5,"data.push([echarts.format.formatTime('yyyy-MM-dd',echarts.number.parseDate('2018-3-1')),5]);"
2018/3/2,2,"data.push([echarts.format.formatTime('yyyy-MM-dd',echarts.number.parseDate('2018-3-2')),2]);"
2018/3/3,4,"data.push([echarts.format.formatTime('yyyy-MM-dd',echarts.number.parseDate('2018-3-3')),4]);"
2018/3/4,0,"data.push([echarts.format.formatTime('yyyy-MM-dd',echarts.number.parseDate('2018-3-4')),0]);"
2018/3/5,19,"data.push([echarts.format.formatTime('yyyy-MM-dd',echarts.number.parseDate('2018-3-5')),19]);"
2018/3/6,3,"data.push([echarts.format.formatTime('yyyy-MM-dd',echarts.number.parseDate('2018-3-6')),3]);"
2018/3/7,4,"data.push([echarts.format.formatTime('yyyy-MM-dd',echarts.number.parseDate('2018-3-7')),4]);"
2018/3/8,15,"data.push([echarts.format.formatTime('yyyy-MM-dd',echarts.number.parseDate('2018-3-8')),15]);"
2018/3/9,0,"data.push([echarts.format.formatTime('yyyy-MM-dd',echarts.number.parseDate('2018-3-9')),0]);"
2018/3/10,0,"data.push([echarts.format.formatTime('yyyy-MM-dd',echarts.number.parseDate('2018-3-10')),0]);"
2018/3/11,0,"data.push([echarts.format.formatTime('yyyy-MM-dd',echarts.number.parseDate('2018-3-11')),0]);"
2018/3/12,1,"data.push([echarts.format.formatTime('yyyy-MM-dd',echarts.number.parseDate('2018-3-12')),1]);"
2018/3/13,0,"data.push([echarts.format.formatTime('yyyy-MM-dd',echarts.number.parseDate('2018-3-13')),0]);"
2018/3/14,12,"data.push([echarts.format.formatTime('yyyy-MM-dd',echarts.number.parseDate('2018-3-14')),12]);"
2018/3/15,6,"data.push([echarts.format.formatTime('yyyy-MM-dd',echarts.number.parseDate('2018-3-15')),6]);"
2018/3/16,3,"data.push([echarts.format.formatTime('yyyy-MM-dd',echarts.number.parseDate('2018-3-16')),3]);"
2018/3/17,0,"data.push([echarts.format.formatTime('yyyy-MM-dd',echarts.number.parseDate('2018-3-17')),0]);"
2018/3/18,0,"data.push([echarts.format.formatTime('yyyy-MM-dd',echarts.number.parseDate('2018-3-18')),0]);"
2018/3/19,3,"data.push([echarts.format.formatTime('yyyy-MM-dd',echarts.number.parseDate('2018-3-19')),3]);"
2018/3/20,9,"data.push([echarts.format.formatTime('yyyy-MM-dd',echarts.number.parseDate('2018-3-20')),9]);"
2018/3/21,15,"data.push([echarts.format.formatTime('yyyy-MM-dd',echarts.number.parseDate('2018-3-21')),15]);"
2018/3/22,25,"data.push([echarts.format.formatTime('yyyy-MM-dd',echarts.number.parseDate('2018-3-22')),25]);"
2018/3/23,17,"data.push([echarts.format.formatTime('yyyy-MM-dd',echarts.number.parseDate('2018-3-23')),17]);"
2018/3/24,0,"data.push([echarts.format.formatTime('yyyy-MM-dd',echarts.number.parseDate('2018-3-24')),0]);"
2018/3/25,0,"data.push([echarts.format.formatTime('yyyy-MM-dd',echarts.number.parseDate('2018-3-25')),0]);"
2018/3/26,1,"data.push([echarts.format.formatTime('yyyy-MM-dd',echarts.number.parseDate('2018-3-26')),1]);"
2018/3/27,0,"data.push([echarts.format.formatTime('yyyy-MM-dd',echarts.number.parseDate('2018-3-27')),0]);"
2018/3/28,11,"data.push([echarts.format.formatTime('yyyy-MM-dd',echarts.number.parseDate('2018-3-28')),11]);"
2018/3/29,1,"data.push([echarts.format.formatTime('yyyy-MM-dd',echarts.number.parseDate('2018-3-29')),1]);"
2018/3/30,5,"data.push([echarts.format.formatTime('yyyy-MM-dd',echarts.number.parseDate('2018-3-30')),5]);"
2018/3/31,0,"data.push([echarts.format.formatTime('yyyy-MM-dd',echarts.number.parseDate('2018-3-31')),0]);"
